path,transcript
D:/Maya/asr_geo/CommonVoice/common_voice_ka_30637294.wav,აღმოსავლეთით ესაზღვრება კამბოჯა და დასავლეთით ცენტრალური ტაილანდი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_30637296.wav,ამრავლებენ ბევრ ქვეყანაში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_30637317.wav,ქალაქის რაიონში მოიპოვება ფოსფატები.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_30637318.wav,"თავის დროზე იყო ზიმბაბვეს ელჩი რუსეთში, ბოტსვანაში და სამხრეთ აფრიკის რესპუბლიკაში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_30637319.wav,ინფიცირებული ბავშვების დიდი უმრავლესობა პერინატალური გზით ინფიცირდება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_30637321.wav,"ცნობილი გახდა, როგორც კრაუტროკის მოძრაობის ერთ-ერთი გამორჩეული ჯგუფი, მინიმალიზმის და მსოფლიო მუსიკის ელემენტებით."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31273243.wav,ხასიათდება თანამედროვე გამყინვარებით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31273244.wav,"ძირითადად ნადირობს მცირე ზომის თევზებზე, ასევე იკვებება მოლუსკებით."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31273245.wav,ეკლესიას ორი შესასვლელი აქვს სამხრეთით და დასავლეთით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31273246.wav,"ანდერსმა დიპლომატებს შესთავაზა, თავი მისი სახლისთვის შეეფარებინათ, რომელიც იქვე, ახლოს მდებარეობდა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31273247.wav,ბრინჯაოს ცული დიდი რაოდენობითაა აღმოჩენილი ზუგდიდის მუნიციპალიტეტისა და მის მომიჯნავე ტერიტორიაზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31433422.wav,სოფელში არის ძელქვის კორომი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31433423.wav,ის ერთ-ერთ მაღალ მთაზე არის აშენებული.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31433424.wav,აფხაზეთის კონფლიქტის შემდეგ ათ წელზე მეტი ხნის განმავლობაში აქ დევნილები იყვნენ ჩასახლებული.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31433425.wav,თურქეთში არსებულ ვულკანებს შორის სიმაღლით მეორე ადგილს იკავებს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31433426.wav,ხე არის მყარი მასალა და გამოიყენება საწვავად და ნაკეთობების შექმნისთვის.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503468.wav,"პრასი ყინვაგამძლეა, მრავლდება თესლით და ჩითილით."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503469.wav,ნახევარსვეტების კაპიტელები და ბაზისები ბურთულებით არის გაფორმებული.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503471.wav,"ამ ღამით ქალაქში მოუსვენრობა სუფევს, თითქოს ყველა რაღაცას ელის."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503474.wav,"მას ესაზღვრება ქალაქები გოსიოგავარა, ჰიროსაკი, ცუგარუ, დასახლება იტაიანაგი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503503.wav,მისი მოთხრობები იმ დროის ყველაზე ცნობილ ჟურნალებში იბეჭდებოდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503504.wav,"იგი მას ვენეციის კარნავალზე შეხვდა, რის შემდეგაც, სავარაუდოდ მისგან ფერდინანდომ სიფილისი აიკიდა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503505.wav,აფხაზი ბერძნების ეროვნულ ნაციონალურ საკვებს წარმოადგენდა ფაფა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503506.wav,"ამ წლების მანძილზე, იგი რამდენჯერმე, ფარულად ესტუმრა ესპანეთს."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503507.wav,კანონით უქმდებოდა ბრალდებულთა წინასწარი დაკითხვა და დამცველის ინსტიტუტი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503538.wav,პარკის შექმნის მიზანი სწორედ ამ ნახატების და სხვა პრეისტორიული არტეფაქტების დაცვა იყო.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503539.wav,ფეხსაცმელს შეიძლება ჰქონდეს მომრგვალებული ან წვეტიანი წვერი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503540.wav,"ცუკურუ ტაძაკი არის ადამიანი, რომელსაც სურს გაიგოს, რა მოხდა თექვსმეტი წლის წინ მის ცხოვრებაში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503541.wav,მოსახლეობა დაყოფილი იყო კლასებად.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31503542.wav,ტორმასოვმა გადადგომა ამჯობინა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31508219.wav,ექვსი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31508220.wav,ოთხი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31508221.wav,სამი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31508222.wav,ორი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31508223.wav,ნული
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31587942.wav,საკურთხეველში დგას ტრაპეზის ქვა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31588022.wav,მეტალის კონსტრუქციები დაამზადეს პეტერბურგისა და კრონშტადტის თუჯის ქარხნებში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31588056.wav,მამის სიკვდილზე ფიქრის დროს მას წყალი სისხლად ეჩვენება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31588087.wav,სულხან-საბა ორბელიანის ძმა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31588136.wav,"აღმოცენებული ლტოლვა, თუ ის არ დაკმაყოფილდა, დაუყონებლივ ქმნის დაძაბულობას."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968290.wav,ნული
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968291.wav,ხუთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968292.wav,ექვსი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968293.wav,არა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968294.wav,სამი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968295.wav,ცხრა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968296.wav,ოთხი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968297.wav,ორი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968298.wav,ერთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968299.wav,დიახ
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968300.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968301.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968303.wav,"მაგრამ, მოდი, მაინც ბოლომდე ვნახოთ."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_31968304.wav,შექმნა ახალი ფარმაცია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32241742.wav,ერთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32241743.wav,დიახ
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32241744.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32279882.wav,ორი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32279884.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32279886.wav,ნული
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32279888.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32379935.wav,ოთხი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32379936.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32379937.wav,ხუთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32379938.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32939007.wav,"ჩრდილოეთით გვხვდება, მეჩხერი საშუალო ზომის ტყის მცენარეულობა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32939008.wav,საკმაოდ სწრაფად ხდება არმენიის ურბანული ზრდა-განვითარება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32939009.wav,"სოფელში არის საშენი ქვის კარიერი, შუა საუკუნეების ორი ეკლესია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32939010.wav,"კუნძულის რელიეფი ვაკეა, ზოგიერთ ადგილას გვხვდება ქვიშოვანი დიუნები და კლდეები."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_32939011.wav,მდინარე თეძმის მარჯვენა მხარეზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020890.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020891.wav,ერთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020892.wav,არა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020893.wav,ხუთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020894.wav,სამი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020910.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020913.wav,დიახ
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33020914.wav,ექვსი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059617.wav,დიდი წარმატებით გამოდიოდა ესტრადაზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059618.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059619.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059620.wav,დიახ
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059621.wav,ხუთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059700.wav,იოანე ბოლნელი ქართული ჰომილეტიკის უმნიშვნელოვანესი წარმომადგენელია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059701.wav,ფილმის მთავარი გმირის ტონი მონტანას როლს ასრულებს ალ პაჩინო.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059703.wav,გამოცემა ძირითადად ახალგაზრდა მარქსისტთა საქმიანობას აღწერს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059750.wav,"მდებარეობს შვეიცარიის, ავსტრიის, ლიხტენშტაინის, გერმანიის, იტალიისა და სლოვენიის ტერიტორიებზე."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059753.wav,"მისი ძმები, ვინჩენცო და დომენიკო ადრე თამაშობდნენ „ბაიერნის“ ახალგაზრდულ გუნდებში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059754.wav,ალბომის მუსიკალური კლიპები გამოიცა კრებულის სახით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059755.wav,პრემიერობის დროს დაიმსახურა წარმატებული რეფორმატორის სახელი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059814.wav,მის გარშემო ბზის კორომია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059816.wav,ჰაზირას პოეზიისათვის დამახასიათებელია პატრიოტული და სოციალური თემატიკა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059817.wav,პროექტის გამოქვეყნება მათ გამოიყენეს როგორც საბაბი ქვეყნის სხვადასხვა რაიონში მთავრობის საწინააღმდეგო აჯანყებათა მოსაწყობად.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059818.wav,"შენობას მთელი ბლოკი უჭირავს ჰოუპ სტრიტის, გრანდ ავენიუსა და პირველ და მეორე ქუჩებს შორის."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059869.wav,ამჟამად ზემოაღნიშნული სახლი არის საცხოვრებელი და მასში ასევე გახსნილია მაღაზიები.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059870.wav,"ჰავა სუბეკვატორულია, მშრალი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059871.wav,დაამთავრა ქალთა ლიცეუმი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059872.wav,დაკრძალული იქნა კარლსრუეს ეკლესიის საძვალეში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33059873.wav,ამის შემდეგ დიდი ხნის განმავლობაში იგი მნიშვნელოვან თანამდებობაზე არ ყოფილა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065888.wav,მონაწილეობდა საფრანგეთის რელიგიური ომებში ჰუგენოტთა წინააღმდეგ.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065890.wav,ცენტრალური ტაილანდი სამხრეთ ნაწილში ესაზღვრება ტაილანდის ყურე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065891.wav,თითოეული ჯგუფიდან ორი საუკეთესო ნაკრები გადავა მერვედფინალურ ეტაპზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065892.wav,ციცაბოდ ეშვება შავი ზღვის სანაპირო რაიონში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065964.wav,უმრავლესობას რუდიმენტული პირის ორგანოები აქვს და არ იკვებება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065967.wav,აზერბაიჯანის ნაციონალური სამეცნიერო აკადემიასთან არსებული რესპუბლიკური სეისმოლოგიური ცენტრის გენერალური დირექტორი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065969.wav,"გავრცელებულია ევროპაში, მცირე აზიასა და ირანში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33065971.wav,აქა-იქ გამოყენებულია აგურიც.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066028.wav,ეტრუსკების დროიდან პერუჯაში შემორჩენილია კედლის ფრაგმენტები სამი კარიბჭით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066029.wav,ბუნებრივ წყლებსა და ორგანიზმებში ლანთანოიდები უმნიშვნელო რაოდენობითაა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066030.wav,"რევოლუციის გამარჯვების შემდეგ იმყოფებოდა აჭარაში, სადაც ასლან აბაშიძემ აჭარის შინაგან საქმეთა მინისტრად დანიშნა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066031.wav,ჯგუფი სწრაფად იზრდებოდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066032.wav,"იდეით გატაცება იმდენად დიდი იყო, რომ რეალობის შეგრძნება ფაქტობრივად დაიკარგა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066116.wav,არაბებთან ერთ-ერთი ბრძოლის დროს მტრებმა იგი ტყვედ ჩაიგდეს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066117.wav,მაგრამ იმპერატორი ავად ხდება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066118.wav,"ქვეყანამ მიიღო ფედერალური მოწყობა, რომელსაც დღემდე ინარჩუნებს."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066119.wav,მოქმედებს საავტომობილო გზა ალექნანდროვსკ-სახალინსკი—ხოლმსკი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066120.wav,"ბავშვობაში, მუსიკალურ სკოლაში სწავლას უშედეგოდ არ ჩაუვლია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066203.wav,მარია ფეოდოროვნა კი ინგლისის დედოფლის ვიქტორიას და იყო.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066205.wav,მოსახლეობას ჰქონდა შენარჩუნებული ქართული იდენტობა და საუბრობდა ქართულად.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066207.wav,"ძველი საკურთხეველი პეტრესა და პავლეს სახელზე ნაკურთხი განათავსეს ტაძრის ჩრდილოეთ ნაწილში, ზამთრის თბილ ეგვტერში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066208.wav,"აღმოსავლეთით იგი დასრულებულია ღრმა, ნალისებრი აფსიდით, რომელშიც სწორკუთხა სარკმელია გაჭრილი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066210.wav,"მამამისი, რამიზ გიულენი იმამი იყო."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066285.wav,სამეფო ორად გაყოფილი აღმოჩნდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066286.wav,დარბაზის გადახურვა ჩაქცეულია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066289.wav,"ამ კუნძულის დასავლეთი ნაწილი შედის ჩრდილო-დასავლეთი ტერიტორიის შემადგენლობაში, ხოლო აღმოსავლეთი ნაწილი შედის ნუნავუტის შემადგენლობაში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066291.wav,"სულთანი საჩუქარს უგზავნიდა იმ მონას, რომელთანაც ღამის გატარებას აპირებდა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066293.wav,დეპარტამენტის ადმინისტრაციული ცენტრია ქალაქი ელ-ალტო.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066408.wav,საქართველოს მეცნიერებათა აკადემიის აკადემიკოსი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066411.wav,იკვებებიან მწერებით და პატარ-პატარა უხერხემლოებით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066412.wav,"ციხის მახლობლად, მტკვრისპირა ფერდობზე, არის მცირე ზომის დარბაზული ეკლესია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066414.wav,უმეტესად იკვებებიან უხერხემლოებით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066416.wav,"ტრანსკრიფციის ფაქტორები საკუთარ ფუნქციას ასრულებენ ან დამოუკიდებლად, ან სხვა ცილებთან ერთად კომპლექსში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066564.wav,"ბუდობს ფუღუროებში, ფლატეებზე მდებარე სოროებში, იშვიათად ხის ტოტებზე."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066565.wav,წმინდა ნიკოლოზ კავასილას შემოქმედება საკმაოდ ვრცელია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066566.wav,პერონის დასახვედრად მოსული მშვიდობიანი მოსახლეობა სასტიკი ხოცვა-ჟლეტის მომსწრე გახდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066567.wav,"ქალაქში გავრცელების მხრივ ინგლისურის შემდეგ მოდის ჩინური ენა, მას მოსდევს ვიეტნამური და იტალიური ენები."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066568.wav,ბინადრობს არქტიკისა და წყნარი და ატლანტის ოკეანეების ბორეალური ზონების კლდოვან კუნძულებსა და მატერიკულ სანაპიროებზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066609.wav,ასრულებდა მთავარ როლებს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066610.wav,დროთა განმავლობაში ქალაქი სხვადასხვა დინასტიების მიერ იმართებოდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066611.wav,მიმდინარეობდა რამდენიმე ეტაპად.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066612.wav,თუმცა მიქაელ მთავარანგელოზის ეკლესიის აგების თარიღი უცნობია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066613.wav,მის მიერ ძველი ბერძნული ენიდან თარგმნილია საეკლესიო ლიტერატურის მრავალი ნაშრომი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066669.wav,ორივე ენოვან ვერსიას ინტერნეტშიც ნახავს მკითხველი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066670.wav,აქვს შრომები ახალგაზრდულ მოძრაობაზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066671.wav,შედის ეკონომიკურ-სტატისტიკურ მიკრორეგიონ კარირი-ორიენტალის შემადგენლობაში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066672.wav,ამავე წლიდან რუსთაველის თეატრის მსახიობია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066673.wav,"მეხუთე ტურში უკვე უკრაინელებმა წააგეს სომხებთან, ხოლო ამერიკელებმა ისევ ფრედ ითამაშეს ჩეხებთან."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066734.wav,დაკრძალულია აია-სოფიაში მეუღლის გვერდით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066735.wav,ის ასევე ფიფას წევრია და მონაწილეობს მსოფლიო საფეხბურთო ჩემპიონატის გათამაშებაში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066736.wav,"ბიბლიის მიხედვით მოაბელები აბრაამის ძმისშვილის, ლოტის შთამომავლები იყვნენ."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066737.wav,"სხვადასხვა დროს მარტვილის „სალხინოში“, თბილისისა და ზუგდიდის „დინამოში“, სამტრედიის „ლოკომოტივსა“ და ქუთაისის „ტორპედოში“ თამაშობდა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066738.wav,ნაგასაკის მახლობლად არის ქვანახშირის აუზი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066783.wav,"ზოგი იხმარება ხალხურ მედიცინაში, ხოლო, ზოგიერთი სარეველაა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066787.wav,ასეთივე ფართო სწორკუთხა სამ-სამი სარკმელია გაჭრილი ეკლესიის გრძივ კედლებშიც.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066790.wav,ამჟამად ძეგლი არასახარბიელო მდგომარეობაშია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066791.wav,სამკურნალოდ მხოლოდ ხალხურ მედიცინაში იყენებენ.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066793.wav,მუსიკა ეკუთვნის იტალიელ ლეოპოლდო ბენედეტო ვინსენტის.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066864.wav,მაღალია წყლის მინერალიზაცია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066865.wav,ზოგიერთ გაფართოებულ მოდელებში იდეალური აირის ნაწილაკებს გააჩნიათ შინაგანი სტრუქტურა და ზომები.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066866.wav,მსოფლიოში მრავალი კაპიტალური მონოგრაფია არის დაწერილი მეცნიერების სხვადასხვა დარგში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066867.wav,"ჟიურის შემადგენლობაში შევიდნენ კლუბის წარმომადგენლები, სახელმწიფო ადმინისტრაციისა და კატალონიელი არქიტექტორების ასოციაციის წევრები."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066868.wav,რამდენიმეთვიანი ტყვეობის შემდეგ შარლი გაანთავისუფლეს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066944.wav,განლაგებულია ტექტონიკურ ქვაბულში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066946.wav,"ქალაქის მთავარ ქუჩას წარმოადგენს კიბე, რომელიც მიუყვება მთის ფერდობს."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066947.wav,ტაბასკოს შტატის ადმინისტრაციული ცენტრი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33066949.wav,მუსულმანურ ჩრდილოეთსა და ქრისტიანულ სამხრეთს შორის.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067019.wav,სიკვდილის შემდეგ მინიჭებული აქვს საქართველოს ეროვნული გმირის წოდება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067020.wav,ქვეყანა მდებარეობს აღმოსავლეთ აზიაში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067021.wav,მისი ბუდე მდინარის სანაპირო რიყეზე მიწის პატარა ჩაღრმავებაა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067022.wav,"მდებარეობს ქვეყნის სამხრეთ-აღმოსავლეთში, აქვს გასასვლელი ინდოეთის ოკეანეში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067023.wav,გეოქიმიის ერთ-ერთი ფუძემდებელი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067161.wav,"მაგრამ ცალკეული ციხეები, რომლებშიც მოსახლეობა არც ცხოვრობდა, უფრო დახვეწილი იყო."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067163.wav,შედეგად შესაძლებელი გახდა ახალი ქუჩების გაყვანა და ნაწილის კეთილმოწყობა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067164.wav,"დედა ევროპელი ჰყავდა, მამა კი იაპონელი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067165.wav,"ალუბლის რინქიტი გავრცელებულია დასავლეთ ევროპაში, სამხრეთ-დასავლეთ ციმბირში, კავკასიაში, შუა აზიასა და სხვა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067329.wav,"ოცდათერთმეტი წლისას დამბლა დაეცა, რის შემდეგაც მარცხენა მხარე მთლიანად პარალიზებული დარჩა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067333.wav,"დეკორაციას ქმნიან ფერწერის, გრაფიკის, არქიტექტურის, განათების და სხვა საშუალებებით."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067336.wav,მის გვერდებზე თითო ოთხკუთხა ნიშია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067338.wav,იყო იურიდიული მეცნიერებათა კანდიდატი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067341.wav,"მიუხედავად ამისა, მომავალ სეზონში გუნდმა დრაფტზე ბობ ქასი აიყვანა, თუმცა ვერ მოახერხა პლეი-ოფში გასვლა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067676.wav,ტერიტორიაზე მიმობნეულია ჩამონაშალი ქვები.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067677.wav,შესასვლელი დასავლეთის კედელშია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067678.wav,ახალგაზრდობა სიღარიბეში გაატარა ნიუ-ორლეანის ერთ-ერთ საკმაოდ კრიმინალურ გარეუბანში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067680.wav,კადრში დონ სისინი ჩნდება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067682.wav,"მისი ნაპირები შიგნითაა შეზნექილი და შემინულია, გადახურულია ტრიბუნების ნაწილი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067753.wav,ეს მოწყობილობები განკუთვნილია მობილური ტელეფონების დამწყები მომხმარებლებისთვის.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067756.wav,აღნიშნული გაზეთი მსოფლიოს ოც საუკეთესო ჯაზ გამოცემაშია შესული.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067757.wav,კინოსტუდია „ქართული ფილმის“ სასცენარო კომიტეტის და სამეთვალყურეო საბჭოს წევრი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067759.wav,ბრძოლას მეფის სადროშო ამთავრებდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33067760.wav,"პარტიის ლიდერების ნაწილი, მათ შორის დარიო კორდიჩი ჰააგის ტრიბუნალმა დამნაშავედ ცნო."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_33096240.wav,იმ ზაფხულს იგი საზღვარგარეთ რუბინშტეინთან ერთად მოგზაურობდა.
